gsm,series_id,organism_ch1,title,source_name_ch1,characteristics_ch1,platform_id,library_strategy,library_source,instrument_model,molecule_ch1,submission_date,singlecellprobability,metadata_archs4_file,archs4_version,spaceflight,microgravity,analog,species,split,study_exposure
GSM6214660,GSE205559,Homo sapiens,Test 1,H1 and H9 human ES cells,"cell line: H1 and H9 human ES cells,cell type: Pluripotent stem cells,treatment: expesed to near zero gravity (microgravity)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 06 2022,0.0072144943958754645,human_gene_v2.5.h5,2.5,False,True,False,human,val,seen_study
GSM6214661,GSE205559,Homo sapiens,Test 2,H1 and H9 human ES cells,"cell line: H1 and H9 human ES cells,cell type: Pluripotent stem cells,treatment: expesed to near zero gravity (microgravity)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 06 2022,0.00738211163176137,human_gene_v2.5.h5,2.5,False,True,False,human,train,seen_study
GSM6214662,GSE205559,Homo sapiens,Test 3,H1 and H9 human ES cells,"cell line: H1 and H9 human ES cells,cell type: Pluripotent stem cells,treatment: exposed to near zero gravity (microgravity)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 06 2022,0.009488107372164434,human_gene_v2.5.h5,2.5,False,True,False,human,val,seen_study
GSM6996080,GSE223803,Mus musculus,Spaceflight mouse 1 - F11,heart,"tissue: heart,Sex: female,age: 14 weeks,treatment: spaceflight,time: 30 days",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,polyA RNA,Jan 26 2023,0.004121263479817754,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM6996081,GSE223803,Mus musculus,Spaceflight mouse 2 - F12,heart,"tissue: heart,Sex: female,age: 14 weeks,treatment: spaceflight,time: 30 days",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,polyA RNA,Jan 26 2023,0.036212352828353965,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,train,seen_study
GSM6996082,GSE223803,Mus musculus,Spaceflight mouse 3 - F13,heart,"tissue: heart,Sex: female,age: 14 weeks,treatment: spaceflight,time: 30 days",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,polyA RNA,Jan 26 2023,0.0024902879031685633,mouse_gene_v2.5.h5,2.5,True,False,False,mouse,val,seen_study
GSM7032600,GSE224805,Homo sapiens,"MG63, Âµg, rep4",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: microgravity",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7032601,GSE224805,Homo sapiens,"MG63, Âµg, rep5",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: microgravity",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7032602,GSE224805,Homo sapiens,"MG63, Âµg, rep6",MG63,"cell line: MG63,cell type: Osteosarcoma,time: 34 Â± 1 hours,treatment: microgravity",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,Feb 08 2023,0.0,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7035213,GSE224900,Homo sapiens,19565X1 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.000757110264249058,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035214,GSE224900,Homo sapiens,19565X2 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.01062473161269098,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035216,GSE224900,Homo sapiens,19565X4 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0010116907433517152,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035217,GSE224900,Homo sapiens,19565X5 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.014864446066201072,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035219,GSE224900,Homo sapiens,19565X7 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 61,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005287162170559591,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035220,GSE224900,Homo sapiens,19565X8 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 61,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.012383330919177081,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035222,GSE224900,Homo sapiens,19565X10 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 61,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.017386790200664907,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035223,GSE224900,Homo sapiens,19565X11 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 61,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.004713669516684211,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035225,GSE224900,Homo sapiens,19565X13 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 70,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.006638799994809516,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035226,GSE224900,Homo sapiens,19565X14 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 70,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005156963584477658,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035228,GSE224900,Homo sapiens,19565X16 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 70,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.011867149313141862,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035229,GSE224900,Homo sapiens,19565X17 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 70,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.008127164642450281,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035231,GSE224900,Homo sapiens,19565X19 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.013092510425765407,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035232,GSE224900,Homo sapiens,19565X20 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.014192466841555517,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035234,GSE224900,Homo sapiens,19565X22 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.013627037830193162,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035235,GSE224900,Homo sapiens,19565X23 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.00653298592915462,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035237,GSE224900,Homo sapiens,19565X25 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 69,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.001027425612986472,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035238,GSE224900,Homo sapiens,19565X26 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 69,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.008297972328184307,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035240,GSE224900,Homo sapiens,19565X28 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 69,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.006016662179422696,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035241,GSE224900,Homo sapiens,19565X29 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 69,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.004579113155879466,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035243,GSE224900,Homo sapiens,19565X31 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 62,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.006364473734197516,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035244,GSE224900,Homo sapiens,19565X32 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 62,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.004503184604853821,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035246,GSE224900,Homo sapiens,19565X34 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 62,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.009563194474650923,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035247,GSE224900,Homo sapiens,19565X35 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 62,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005281704850020471,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035249,GSE224900,Homo sapiens,19565X37 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 72,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.008302298821501124,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035250,GSE224900,Homo sapiens,19565X38 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 72,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.014772909495931538,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035252,GSE224900,Homo sapiens,19565X40 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 72,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.007796546822291062,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035254,GSE224900,Homo sapiens,19565X42 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 69,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.00814267150607145,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035255,GSE224900,Homo sapiens,19565X43 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 69,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.00483261165537653,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035257,GSE224900,Homo sapiens,19565X45 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 69,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0051903173484426175,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035258,GSE224900,Homo sapiens,19565X46 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 69,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.007990942076859683,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035260,GSE224900,Homo sapiens,19565X48 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 78,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.011070710933411625,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035261,GSE224900,Homo sapiens,19565X49 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 78,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.008120226314306351,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035263,GSE224900,Homo sapiens,19565X51 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 78,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.004148757268987802,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035264,GSE224900,Homo sapiens,19565X52 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 78,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0045150597665969934,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035266,GSE224900,Homo sapiens,19565X54 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.015203245637174127,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035267,GSE224900,Homo sapiens,19565X55 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0183007026186961,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035269,GSE224900,Homo sapiens,19565X57 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.006736269871671673,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035270,GSE224900,Homo sapiens,19565X58 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 73,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.006732112442907782,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035272,GSE224900,Homo sapiens,19565X60 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 81,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0017966314682063241,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035273,GSE224900,Homo sapiens,19565X61 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 81,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005068613616216173,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035275,GSE224900,Homo sapiens,19565X63 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 81,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0019957579819594854,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035276,GSE224900,Homo sapiens,19565X64 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 81,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0007922023829211349,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035278,GSE224900,Homo sapiens,19565X66 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.002994094869502516,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035279,GSE224900,Homo sapiens,19565X67 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.003968657200426065,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035281,GSE224900,Homo sapiens,19565X69 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.01886128689107637,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035282,GSE224900,Homo sapiens,19565X70 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005068613616216173,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035284,GSE224900,Homo sapiens,19565X72 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 76,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005095502420973014,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035285,GSE224900,Homo sapiens,19565X73 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 76,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005369228618112248,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035287,GSE224900,Homo sapiens,19565X75 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 76,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.014525366374405189,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035288,GSE224900,Homo sapiens,19565X76 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 76,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.01610972618641968,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035290,GSE224900,Homo sapiens,19565X78 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 71,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0011179189475360215,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035291,GSE224900,Homo sapiens,19565X79 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 71,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.02365353434161506,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035293,GSE224900,Homo sapiens,19565X81 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 71,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.006458302104878157,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035294,GSE224900,Homo sapiens,19565X82 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 71,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.015505350149908063,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035296,GSE224900,Homo sapiens,19565X84 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.020137821793734446,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035297,GSE224900,Homo sapiens,19565X85 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.004503184604853821,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035299,GSE224900,Homo sapiens,19565X87 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0036592568086510936,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035300,GSE224900,Homo sapiens,19565X88 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005363709399968566,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035302,GSE224900,Homo sapiens,19565X90 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0037959724812405855,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035303,GSE224900,Homo sapiens,19565X91 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005486288684312753,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035305,GSE224900,Homo sapiens,19565X93 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.002902442037756791,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035306,GSE224900,Homo sapiens,19565X94 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 67,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.008295708940517265,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
