Gene name	Human gene name
Syt5	SYT5
Stam2	STAM2
Usp54	USP54
Prdm16	PRDM16
C2cd3	C2CD3
Oaf	OAF
Tmem205	TMEM205
Cd2	CD2
Clec9a	CLEC9A
Shc1	SHC1
Grin2b	GRIN2B
Mre11a	MRE11
Lst1	LST1
Zbtb9	ZBTB9
Yipf3	YIPF3
Btd	BTD
Rbpjl	RBPJL
Irak2	IRAK2
Sh3bp5	SH3BP5
Gstt4	GSTT4
Eprs1	EPRS1
Chp1	CHP1
Dmrtc2	DMRTC2
Zup1	ZUP1
Schip1	SCHIP1
Usp1	USP1
Nucb1	NUCB1
Mrpl14	MRPL14
Ajuba	AJUBA
Rab26	RAB26
Hmgcl	HMGCL
Lama5	LAMA5
Stmn4	STMN4
Pigf	PIGF
Agk	AGK
Pex5l	PEX5L
Opcml	OPCML
Ltb	LTB
Capn11	CAPN11
Amt	AMT
Slc35a1	SLC35A1
Slc39a3	SLC39A3
Slc22a7	SLC22A7
Tln2	TLN2
Dph3	DPH3
Snx3	SNX3
Safb2	SAFB2
Fbxl3	FBXL3
Snap25	SNAP25
Psip1	PSIP1
Pcmt1	PCMT1
Cpb1	CPB1
Ggact	GGACT
Lef1	LEF1
Acin1	ACIN1
Klk5	KLK5
Nek8	NEK8
Psmc4	PSMC4
Neurod6	NEUROD6
Creb5	CREB5
Prdx2	PRDX2
Cdca3	CDCA3
Kbtbd3	KBTBD3
Mpzl3	MPZL3
Psmd12	PSMD12
Mlh1	MLH1
Vhl	VHLL
Cldn11	CLDN11
Cd53	CD53
Adck2	ADCK2
Gcdh	GCDH
Fabp4	FABP4
Nr2c1	NR2C1
Fanci	FANCI
Ermap	ERMAP
S100a8	S100A8
Shf	SHF
Kcnh8	KCNH8
Scara5	SCARA5
Dennd2c	DENND2C
Prss21	PRSS21
Efcab12	EFCAB12
Necap1	NECAP1
Dpp9	DPP9
Ctdnep1	CTDNEP1
Adam18	ADAM18
Dydc1	DYDC1
Rbm45	RBM45
Lats2	LATS2
Czib	CZIB
Lmod3	LMOD3
Casp2	CASP2
Arl8a	ARL8A
Rab3a	RAB3A
Mpo	MPO
Pwp2	PWP2
Tmem182	TMEM182
Stra8	STRA8
Vat1l	VAT1L
Gprin2	GPRIN2
Immp1l	IMMP1L
Vxn	VXN
Gprin3	GPRIN3
Dcp1a	DCP1A
Casd1	CASD1
Unc5d	UNC5D
Cdc73	CDC73
C2cd4c	C2CD4C
Polr3c	POLR3C
Mknk2	MKNK2
Kat2a	KAT2A
Or2t1	OR2T1
Rab2b	RAB2B
Emc8	EMC8
Rec114	REC114
Mmp21	MMP21
Cdh19	CDH19
Snapc3	SNAPC3
Dennd2b	DENND2B
Cnot11	CNOT11
Fam240a	FAM240A
Ift88	IFT88
Cdcp1	CDCP1
Plcg2	PLCG2
Dync1li1	DYNC1LI1
Fam178b	FAM178B
Slc7a2	SLC7A2
Tet2	TET2
Myd88	MYD88
Arhgap1	ARHGAP1
Pwwp2b	PWWP2B
Clec3b	CLEC3B
Tagln	TAGLN
Slc19a1	SLC19A1
Fbxo41	FBXO41
Adamts17	ADAMTS17
Cryab	CRYAB
Frem2	FREM2
Guca2a	GUCA2A
Ell	ELL
Sesn2	SESN2
Mcm3	MCM3
Mrpl19	MRPL19
Arid3b	ARID3B
Nelfe	NELFE
Insyn2a	INSYN2A
Brpf1	BRPF1
Gata4	GATA4
Rapgef2	RAPGEF2
Tacc1	TACC1
Dnhd1	DNHD1
Exo5	EXO5
Kcnq4	KCNQ4
Thumpd1	THUMPD1
Phyhip	PHYHIP
Cep131	CEP131
Atp2b1	ATP2B1
Zfp82	ZFP82
Ecsit	ECSIT
Gjb6	GJB6
Mettl14	METTL14
Selenok	SELENOK
Xpr1	XPR1
Trp73	TP73
Mrpl52	MRPL52
Ino80b	INO80B
Adam28	ADAM28
Herpud1	HERPUD1
Rab19	RAB19
Sirt2	SIRT2
Clec2l	CLEC2L
Nav1	NAV1
Cpa3	CPA3
Dctn1	DCTN1
Mthfd1l	MTHFD1L
Ubl7	UBL7
Wdr47	WDR47
Zfp318	ZNF318
C9orf72	C9orf72
Mmp15	MMP15
Psmb9	PSMB9
Enox1	ENOX1
Snx20	SNX20
Cep170	CEP170
Gabarapl2	GABARAPL2
Saraf	SARAF
Atp6v0c	ATP6V0C
Ctcf	CTCF
Kank3	KANK3
Mfn1	MFN1
Esf1	ESF1
Mettl16	METTL16
Enkd1	ENKD1
Jhy	JHY
Heatr3	HEATR3
Set	SET
Snx1	SNX1
Gm973	KIAA2012
Cenpl	CENPL
Nrtn	NRTN
Def6	DEF6
Dnlz	DNLZ
Gpr161	GPR161
Anp32e	ANP32E
Senp3	SENP3
Mgme1	MGME1
Pigr	PIGR
Cdon	CDON
U2af1	U2AF1
Atic	ATIC
Kxd1	KXD1
Pcsk7	PCSK7
Ccn5	CCN5
Top3a	TOP3A
Astl	ASTL
Cnpy2	CNPY2
Psrc1	PSRC1
Cxcr4	CXCR4
Pfdn2	PFDN2
Rpp21	RPP21
Kin	KIN
Maco1	MACO1
Vip	VIP
Acbd7	ACBD7
Nhlrc4	NHLRC4
Trak2	TRAK2
Tnnc2	TNNC2
Haao	HAAO
Rtbdn	RTBDN
Ube2d3	UBE2D3
Rsph4a	RSPH4A
Tgfbr3l	TGFBR3L
Fsip1	FSIP1
Mri1	MRI1
Mfap3	MFAP3
Clcn7	CLCN7
Tle2	TLE2
Mecr	MECR
Cldn7	CLDN7
Apoc4	APOC4
P2rx3	P2RX3
Smcr8	SMCR8
Peg3	PEG3
Fam83g	FAM83G
Ypel2	YPEL2
Proca1	PROCA1
Snx10	SNX10
Gadd45gip1	GADD45GIP1
Bbs5	BBS5
Stag1	STAG1
Mtif2	MTIF2
Tom1	TOM1
Phf24	PHF24
Cyp2r1	CYP2R1
Zbtb24	ZBTB24
Rgs16	RGS16
Cdipt	CDIPT
Cdc42bpa	CDC42BPA
Nr1d2	NR1D2
Nop53	NOP53
Dusp26	DUSP26
Uqcr11	UQCR11
Ube2e2	UBE2E2
Zc3h10	ZC3H10
Optn	OPTN
Kdm4a	KDM4A
Cpsf4l	CPSF4L
Spmip8	SPMIP8
Med21	MED21
Rgmb	RGMB
Wnt5a	WNT5A
Ddx11	DDX11
Tm7sf3	TM7SF3
Cdca2	CDCA2
Marcks	MARCKS
Cul4a	CUL4A
Dhcr7	DHCR7
Rtkn2	RTKN2
Eml6	EML6
Tle7	TLE7
Efcab14	EFCAB14
Mrpl28	MRPL28
Clec1b	CLEC1B
Adad2	ADAD2
Tmem139	TMEM139
Anks1	ANKS1A
Prss37	PRSS37
Spata4	SPATA4
Ndufs5	NDUFS5
Terf2ip	TERF2IP
Milr1	MILR1
Smyd5	SMYD5
Nudt7	NUDT7
Cda	CDA
Scamp4	SCAMP4
Ephx2	EPHX2
Chac1	CHAC1
Ece1	ECE1
Hnrnpul1	HNRNPUL1
Spag4	SPAG4
Ido1	IDO1
Lama1	LAMA1
Abcb10	ABCB10
Arg1	ARG1
Tmem218	TMEM218
Flt4	FLT4
Sema7a	SEMA7A
Qrsl1	QRSL1
Cabp7	CABP7
Tubb5	TUBB
Rps25	RPS25
Mpped2	MPPED2
Trnau1ap	TRNAU1AP
Slc6a12	SLC6A12
Aprt	APRT
Igf2r	IGF2R
Zfp90	ZFP90
Pou2af1	POU2AF1
Tipin	TIPIN
Ccdc138	CCDC138
Kcnb1	KCNB1
Fcrl1	FCRL1
Eno3	ENO3
Cep89	CEP89
Slc5a5	SLC5A5
R3hcc1	R3HCC1
Slc27a2	SLC27A2
Tmcc1	TMCC1
Rpl18a	RPL18A
Vamp3	VAMP3
Appl1	APPL1
Gtf3a	GTF3A
Lrrc73	LRRC73
Akirin2	AKIRIN2
Smim18	SMIM18
Tmem150a	TMEM150A
Nfat5	NFAT5
Msantd3	MSANTD3
Necab3	NECAB3
Cep135	CEP135
Fnbp1l	FNBP1L
Zfc3h1	ZFC3H1
Ptcra	PTCRA
Synj2	SYNJ2
Hebp1	HEBP1
Whrn	WHRN
Garin1b	GARIN1B
Cep295	CEP295
Magi1	MAGI1
Ntrk1	NTRK1
Mpc2	MPC2
Pou4f2	POU4F2
Gatad2a	GATAD2A
Gtf3c6	GTF3C6
Msh4	MSH4
Cnppd1	CNPPD1
Nalcn	NALCN
Heca	HECA
Slc12a1	SLC12A1
Mrln	MRLN
Scyl2	SCYL2
Apbb1	APBB1
Barhl2	BARHL2
Rpn1	RPN1
Chfr	CHFR
Fmo5	FMO5
Batf3	BATF3
Tmcc3	TMCC3
Sertad4	SERTAD4
Sag	SAG
Nkain2	NKAIN2
Ckap2l	CKAP2L
Mob1a	MOB1A
Pnmt	PNMT
Eloc	ELOC
Serpini1	SERPINI1
Bmp7	BMP7
Tmem210	TMEM210
Rubcnl	RUBCNL
Bcl2l1	BCL2L1
Nav3	NAV3
Coro6	CORO6
Cplx3	CPLX3
Rnf31	RNF31
Dhx30	DHX30
Eva1a	EVA1A
Gucy1b1	GUCY1B1
Mtg2	MTG2
Plekhm2	PLEKHM2
Nenf	NENF
Tafa4	TAFA4
Unc5b	UNC5B
Prss56	PRSS56
Kcnd3	KCND3
Golt1b	GOLT1B
Slamf9	SLAMF9
Fezf1	FEZF1
Rbis	RBIS
Iars2	IARS2
Zfp777	ZNF777
Tmprss9	TMPRSS9
Med12l	MED12L
Nrf1	NRF1
Macroh2a2	MACROH2A2
Rps24	RPS24
Sohlh1	SOHLH1
Arl1	ARL1
Ciz1	CIZ1
Abtb3	ABTB3
Baiap3	BAIAP3
Ccnl1	CCNL1
Slc4a7	SLC4A7
Gpr139	GPR139
Ntrk3	NTRK3
Vwa7	VWA7
Misp3	MISP3
Vegfc	VEGFC
Cfd	CFD
Msl2	MSL2
Ankrd10	ANKRD10
Cenatac	CENATAC
Spic	SPIC
Stk11ip	STK11IP
Plin2	PLIN2
Dhps	DHPS
Pomt1	POMT1
B4galnt1	B4GALNT1
Supt20	SUPT20H
Marchf2	MARCHF2
Tmem51	TMEM51
Cad	CAD
Oscar	OSCAR
Uqcr10	UQCR10
Phkb	PHKB
Mrpl30	MRPL30
Slco3a1	SLCO3A1
Ubxn11	UBXN11
Bhlhe41	BHLHE41
Poldip2	POLDIP2
Smco2	SMCO2
Foxred1	FOXRED1
C1ql2	C1QL2
Ccser1	CCSER1
Ciao1	CIAO1
Ppil3	PPIL3
Acss3	ACSS3
Ubxn6	UBXN6
Uvrag	UVRAG
BC049715	C12orf60
Prrt3	PRRT3
Hacd1	HACD1
Thsd7a	THSD7A
Alox15	ALOX15
Gal3st1	GAL3ST1
Adamtsl5	ADAMTSL5
Zcchc10	ZCCHC10
C3ar1	C3AR1
Aicda	AICDA
Abo	ABO
Aasdh	AASDH
Stx8	STX8
Zfp612	ZNF23
Itprid1	ITPRID1
Lrp6	LRP6
Tti2	TTI2
Tcp11	TCP11
Dennd11	DENND11
Zswim9	ZSWIM9
Thap3	THAP3
Kyat1	KYAT1
Hook1	HOOK1
Ncoa2	NCOA2
Lig3	LIG3
Irx6	IRX6
Gpd1l	GPD1L
Hibadh	HIBADH
Rex1bd	REX1BD
Fxyd3	FXYD3
Htt	HTT
Ftcd	FTCD
Angptl8	ANGPTL8
Kcnk12	KCNK12
Asf1b	ASF1B
Mcfd2	MCFD2
Triml1	TRIML1
Eps8	EPS8
Kif23	KIF23
Cnot7	CNOT7
Actr6	ACTR6
Igsf23	IGSF23
Khnyn	KHNYN
Kcnj14	KCNJ14
Ctf1	CTF1
Mterf2	MTERF2
Nup62	NUP62
Gas2l3	GAS2L3
Tmem86a	TMEM86A
Pls1	PLS1
Pacsin1	PACSIN1
Garin5a	GARIN5A
Ltb4r2	LTB4R2
Hbs1l	HBS1L
Sugt1	SUGT1
Zscan22	ZSCAN22
Fbxo8	FBXO8
Glrx2	GLRX2
Prkcb	PRKCB
Ireb2	IREB2
Rhof	RHOF
4931414P19Rik	C14orf93
Rbm38	RBM38
Kctd10	KCTD10
Padi1	PADI1
Hdlbp	HDLBP
Erich6b	ERICH6B
Cenps	CENPS
Trim35	TRIM35
Dync2h1	DYNC2H1
Pcyox1	PCYOX1
Wdr83	WDR83
Pop5	POP5
Snx30	SNX30
Vdac2	VDAC2
Efnb3	EFNB3
Ccdc60	CCDC60
Zc3h12a	ZC3H12A
Wwc1	WWC1
Ints8	INTS8
Cabp1	CABP1
Zfp141	ZNF775
Cbfa2t3	CBFA2T3
Pcf11	PCF11
Slc8b1	SLC8B1
Ccl17	CCL17
Gpat4	GPAT4
Asphd1	ASPHD1
Clns1a	CLNS1A
Ptgr1	PTGR1
Ica1	ICA1
Ctsc	CTSC
Spag8	SPAG8
Ccdc27	CCDC27
Rmdn1	RMDN1
Galnt7	GALNT7
Drd4	DRD4
Dennd6a	DENND6A
Cd79a	CD79A
Nptx1	NPTX1
Zfp583	ZNF583
Wipi1	WIPI1
Chrdl2	CHRDL2
Aif1	AIF1
Sptan1	SPTAN1
Chd9	CHD9
Gga2	GGA2
Tesk1	TESK1
Csk	CSK
Dcn	DCN
Lin28a	LIN28A
Mydgf	MYDGF
Plod3	PLOD3
Git1	GIT1
Kat2b	KAT2B
Tektl1	TEKTL1
Anks1b	ANKS1B
Vps13d	VPS13D
Cand2	CAND2
Neto2	NETO2
Ppme1	PPME1
Ptn	PTN
Fkbpl	FKBPL
Calm2	CALM2
Tex261	TEX261
Rpl3l	RPL3L
Asb5	ASB5
Cdk14	CDK14
Fabp6	FABP6
Tekt2	TEKT2
Fgl1	FGL1
Elovl4	ELOVL4
Cyb5d1	CYB5D1
Mei4	MEI4
Dctd	DCTD
Ipo13	IPO13
Slc16a3	SLC16A3
Pcdh8	PCDH8
Fbxl22	FBXL22
Trpv4	TRPV4
Qrich1	QRICH1
Ogg1	OGG1
Btbd2	BTBD2
Cuta	CUTA
Wee1	WEE1
Irf2	IRF2
Chdh	CHDH
Gimap1	GIMAP1
Akap3	AKAP3
Shkbp1	SHKBP1
Ptk2b	PTK2B
Hpgds	HPGDS
Rab40b	RAB40B
Hoxa1	HOXA1
Hrh1	HRH1
Stat2	STAT2
Memo1	MEMO1
Trim56	TRIM56
Avl9	AVL9
Pcolce	PCOLCE
Kbtbd11	KBTBD11
Tsnaxip1	TSNAXIP1
Strada	STRADA
Tuba3a	TUBA3C
Cpne7	CPNE7
Stambp	STAMBP
Pde8a	PDE8A
Evc	EVC
Nfu1	NFU1
Yju2	YJU2
Hnrnpm	HNRNPM
Rai1	RAI1
Camk2n1	CAMK2N1
Wdr6	WDR6
Adgrb2	ADGRB2
Hyal3	HYAL3
Peak1	PEAK1
Brip1	BRIP1
Tedc2	TEDC2
D930020B18Rik	C12orf56
Clgn	CLGN
Stt3a	STT3A
Ino80e	INO80E
Timeless	TIMELESS
Cep41	CEP41
Atf3	ATF3
Tgif1	TGIF1
Smarcal1	SMARCAL1
Ap3m2	AP3M2
Dhx8	DHX8
Crim1	CRIM1
Wdr11	WDR11
Plin5	PLIN5
Mtus1	MTUS1
Lrrn1	LRRN1
Ints13	INTS13
Ssc5d	SSC5D
Zpbp2	ZPBP2
Mark4	MARK4
Adamts9	ADAMTS9
Zfp414	ZNF414
Ranbp10	RANBP10
Gtf2f1	GTF2F1
Kdm5b	KDM5B
Chchd3	CHCHD3
Gtf2h1	GTF2H1
Pdp2	PDP2
Acsf3	ACSF3
Shroom1	SHROOM1
Tbc1d24	TBC1D24
Casp14	CASP14
Slc46a1	SLC46A1
Fzd3	FZD3
Npy1r	NPY1R
Hsf2	HSF2
Inpp5j	INPP5J
Cyp1a2	CYP1A2
Gpr180	GPR180
Arhgef7	ARHGEF7
Tmem190	TMEM190
Cacna2d2	CACNA2D2
Chst15	CHST15
Atcay	ATCAY
Bysl	BYSL
Plin4	PLIN4
C5ar2	C5AR2
Ttyh2	TTYH2
Mettl3	METTL3
Bccip	BCCIP
Trem2	TREM2
Pah	PAH
Rp1	RP1
Ergic2	ERGIC2
Pkdcc	PKDCC
Stx1b	STX1B
Crispld1	CRISPLD1
Phf19	PHF19
Pex12	PEX12
Vsir	VSIR
Vkorc1	VKORC1
Tbc1d22b	TBC1D22B
Kctd18	KCTD18
Rhov	RHOV
Usp22	USP22
Tulp2	TULP2
Prr5l	PRR5L
Pcdh15	PCDH15
Stoml3	STOML3
Ntng1	NTNG1
Nek4	NEK4
Lbh	LBH
Trp53bp2	TP53BP2
Shd	SHD
Jup	JUP
Asnsd1	ASNSD1
Pgrmc2	PGRMC2
S100a11	S100A11
Ndc80	NDC80
Pkn2	PKN2
Zdhhc5	ZDHHC5
Armc7	ARMC7
Cdc42ep4	CDC42EP4
Rab17	RAB17
Hacl1	HACL1
Stpg4	STPG4
Atg16l1	ATG16L1
1810010H24Rik	C17orf58
Ticrr	TICRR
Vcf1	VCF2
Rab1a	RAB1A
Nthl1	NTHL1
Stam	STAM
Tmem132e	TMEM132E
Taf1d	TAF1D
Scube3	SCUBE3
Pafah1b3	PAFAH1B3
Emcn	EMCN
Ggnbp2	GGNBP2
Phox2a	PHOX2A
Adam2	ADAM2
Slc9a5	SLC9A5
Snrnp70	SNRNP70
Cacna1d	CACNA1D
Rbm46	RBM46
Smim12	SMIM12
Rab25	RAB25
Plekhg5	PLEKHG5
Slitrk3	SLITRK3
Fabp9	FABP9
Dpep1	DPEP1
Arhgap28	ARHGAP28
Mindy1	MINDY1
Dppa3	DPPA3
Slc6a6	SLC6A6
Ogfod1	OGFOD1
Lsmem2	LSMEM2
Stap2	STAP2
Oxsr1	OXSR1
Tmem120a	TMEM120A
Taf13	TAF13
Sik1	SIK1
Abcc8	ABCC8
Them4	THEM4
Atf2	ATF2
Mtx1	MTX1
Colgalt1	COLGALT1
Mtcl1	MTCL1
Nos1	NOS1
Senp8	SENP8
Cmtm7	CMTM7
Ap4b1	AP4B1
Ccdc124	CCDC124
Hexa	HEXA
Adgrg5	ADGRG5
Wdr91	WDR91
Cnep1r1	CNEP1R1
Csde1	CSDE1
Aldh4a1	ALDH4A1
Zfp12	ZNF12
Il27	IL27
Prcp	PRCP
Cit	CIT
Thnsl2	THNSL2
Atp6v1e2	ATP6V1E2
Ppt2	PPT2
Zfp319	ZNF319
Zfp462	ZNF462
Zfp791	ZNF791
Polr2i	POLR2I
Wee2	WEE2
Phlpp2	PHLPP2
Mob3c	MOB3C
Met	MET
Slc37a2	SLC37A2
Xab2	XAB2
CK137956	C1orf94
Kcna7	KCNA7
Hspbp1	HSPBP1
Pdlim2	PDLIM2
Bpnt2	BPNT2
Tsen15	TSEN15
Map3k19	MAP3K19
Pcbp1	PCBP1
Fgf9	FGF9
Lrrc23	LRRC23
Fbxo44	FBXO44
Mettl6	METTL6
Arhgap27	ARHGAP27
Psen2	PSEN2
Sdhaf3	SDHAF3
2310022A10Rik	C19orf47
Pxylp1	PXYLP1
Tgoln1	TGOLN2
Micos13	MICOS13
Ybx3	YBX3
Slc37a1	SLC37A1
Osbpl7	OSBPL7
Slc4a2	SLC4A2
Tmem255b	TMEM255B
Mbnl2	MBNL2
Capn10	CAPN10
Cfap68	CFAP68
Dcaf15	DCAF15
Ppcdc	PPCDC
Dysf	DYSF
Gria1	GRIA1
Acsl1	ACSL1
Kctd20	KCTD20
Sec16b	SEC16B
Alg8	ALG8
Ccnc	CCNC
Taf1a	TAF1A
Gdpd3	GDPD3
Ostc	OSTC
Gpatch11	GPATCH11
Dnajb13	DNAJB13
Psmb4	PSMB4
Tmem160	TMEM160
Pde7a	PDE7A
Hnrnpl	HNRNPL
Cnih4	CNIH4
Tcp1	TCP1
Fpgs	FPGS
Nmnat3	NMNAT3
Drgx	DRGX
Uck2	UCK2
Cfap20dc	CFAP20DC
Tmx4	TMX4
Lin9	LIN9
Sema3f	SEMA3F
AA467197	COXFA4L3
Sct	SCT
Tmem80	TMEM80
Mphosph6	MPHOSPH6
Gnai3	GNAI3
Tnfrsf18	TNFRSF18
Tpm4	TPM4
Fus	FUS
Insig2	INSIG2
Tfdp2	TFDP2
Rnf183	RNF183
Dcaf11	DCAF11
Ebna1bp2	EBNA1BP2
Trim61	TRIM61
Tmem208	TMEM208
Vav3	VAV3
Ckap5	CKAP5
Chrne	CHRNE
Szrd1	SZRD1
Mdfi	MDFI
Sh3bp5l	SH3BP5L
Tmem184a	TMEM184A
Bloc1s3	BLOC1S3
Npr2	NPR2
Pstk	PSTK
Tmem217b	TMEM217B
Rfx1	RFX1
Ndufa11	NDUFA11
Gusb	GUSB
Ngef	NGEF
Bnc1	BNC1
Icam2	ICAM2
Ltbp4	LTBP4
Oard1	OARD1
Mfsd14a	SLC71A1
Med24	MED24
Erc1	ERC1
Slc22a3	SLC22A3
Ywhag	YWHAG
Ing2	ING2
2210017I01Rik	LCE7A
Ptbp2	PTBP2
Zcchc4	ZCCHC4
Ddx60	DDX60
Cdkn1a	CDKN1A
Sgo1	SGO1
Mfn2	MFN2
Klhdc4	KLHDC4
Gnl1	GNL1
Ctss	CTSS
Rprd2	RPRD2
Polr2b	POLR2B
Cmip	CMIP
Nmd3	NMD3
Dus3l	DUS3L
Tns1	TNS1
Tubb4b	TUBB4B
Ctnna2	CTNNA2
Nfatc2	NFATC2
Slc35f4	SLC35F4
Slc29a4	SLC29A4
Slitrk6	SLITRK6
Arhgef18	ARHGEF18
Cav3	CAV3
Nisch	NISCH
Cpvl	CPVL
Stoml1	STOML1
Ccn1	CCN1
Npl	NPL
Ptpn6	PTPN6
Bnip5	BNIP5
Armc10	ARMC10
Lrrc40	LRRC40
Ddr1	DDR1
Man1b1	MAN1B1
Col6a5	COL6A5
Syce2	SYCE2
Ephx1	EPHX1
Kcnk3	KCNK3
Ei24	EI24
Rnf122	RNF122
Zfp512	ZNF512
Ctc1	CTC1
Chtf8	CHTF8
Gab1	GAB1
Ptprc	PTPRC
Tnks	TNKS
Kcns1	KCNS1
Cst7	CST7
Uso1	USO1
Mmadhc	MMADHC
Zfp239	ZNF239
Kcna2	KCNA2
Clec12b	CLEC12B
Fcsk	FCSK
Wdr77	WDR77
Spmip4	SPMIP4
Katnip	KATNIP
Ano3	ANO3
Pigyl	PIGY
Susd5	SUSD5
Pstpip1	PSTPIP1
Vps50	VPS50
Ralb	RALB
Fez1	FEZ1
Xirp2	XIRP2
Atp6v1g3	ATP6V1G3
Crygc	CRYGC
Nufip1	NUFIP1
R3hdm1	R3HDM1
Vps72	VPS72
Saysd1	SAYSD1
Gyg1	GYG1
Lgi4	LGI4
Decr2	DECR2
Tmod4	TMOD4
Ucma	UCMA
Disc1	DISC1
Depdc7	DEPDC7
Scnn1g	SCNN1G
Tenm4	TENM4
Usp50	USP50
Fbxo25	FBXO25
Pigbos1	PIGBOS1
Jam3	JAM3
Mrpl41	MRPL41
Rhbdl1	RHBDL1
Poglut2	POGLUT2
Ap4e1	AP4E1
Lrg1	LRG1
Tyk2	TYK2
Abcb8	ABCB8
Hook3	HOOK3
D3Ertd751e	C4orf33
Sirt4	SIRT4
Cracdl	CRACDL
Crx	CRX
Prdm4	PRDM4
Chst4	CHST4
Lig4	LIG4
Zscan21	ZSCAN21
Mcemp1	MCEMP1
Spc25	SPC25
Tma16	TMA16
Zfp296	ZNF296
P4ha3	P4HA3
Tctn1	TCTN1
Bcl11a	BCL11A
Arhgef17	ARHGEF17
Ubqln4	UBQLN4
Mrps9	MRPS9
Mak16	MAK16
Sirt7	SIRT7
Atp8b4	ATP8B4
Slc7a1	SLC7A1
Nudt21	NUDT21
Igf2	IGF2
Metap2	METAP2
Cmtr2	CMTR2
Dlgap2	DLGAP2
Wnt11	WNT11
Pate2	PATE2
Dpp10	DPP10
Scpppq1	SCPPPQ1
Tle3	TLE3
Cry2	CRY2
Sart3	SART3
Sec23ip	SEC23IP
Sema4a	SEMA4A
Cyld	CYLD
Gps2	GPS2
Htra2	HTRA2
Spint2	SPINT2
Mettl13	METTL13
Ncaph	NCAPH
Ccdc103	DNAAF19
Stox1	STOX1
Cct2	CCT2
Mgam	MGAM
Ppp1r12b	PPP1R12B
Zfp644	ZNF644
Rnf40	RNF40
Derl2	DERL2
Park7	PARK7
Foxp2	FOXP2
Cnbd2	CNBD2
Dars2	DARS2
Tmem95	TMEM95
Mief2	MIEF2
Grk3	GRK3
Dip2a	DIP2A
Trub2	TRUB2
Tdrd12	TDRD12
Trim63	TRIM63
Itgb4	ITGB4
Srm	SRM
Arcn1	ARCN1
Tmem8b	TMEM8B
Ccdc77	CCDC77
Cort	CORT
Olfm3	OLFM3
Lpar1	LPAR1
Nop10	NOP10
Ptprr	PTPRR
Fam219b	FAM219B
Mybpc2	MYBPC2
Ncl	NCL
Ppp1cc	PPP1CC
Entrep3	ENTREP3
Snx14	SNX14
Nr5a1	NR5A1
Erp29	ERP29
Setd5	SETD5
Haus8	HAUS8
Spart	SPART
Ndufb3	NDUFB3
Stpg1	STPG1
Hip1	HIP1
Chpt1	CHPT1
Rer1	RER1
Ttll4	TTLL4
Dusp15	DUSP15
Cxcl16	CXCL16
Cep295nl	CEP295NL
Cyb5b	CYB5B
Adap2	ADAP2
Zbtb26	ZBTB26
Ccdc93	CCDC93
Slc2a8	SLC2A8
Cox10	COX10
Palm3	PALM3
Ift172	IFT172
Tspan9	TSPAN9
Wrn	WRN
Pla2g2c	PLA2G2C
Chrnb2	CHRNB2
P2rx5	P2RX5
Focad	FOCAD
Lysmd1	LYSMD1
Ap1ar	AP1AR
Cd27	CD27
Neurod1	NEUROD1
Cracr2a	CRACR2A
Cdk9	CDK9
Il7	IL7
Ptprn	PTPRN
Mt3	MT3
Gpsm2	GPSM2
Primpol	PRIMPOL
A2m	A2M
Poc1b	POC1B
Lysmd2	LYSMD2
Tmem225	TMEM225
Lgr4	LGR4
Sec61a1	SEC61A1
Twf2	TWF2
Gstcd	GSTCD
Esyt1	ESYT1
Copg1	COPG1
Cir1	CIRSR
Abcc6	ABCC6
Pxn	PXN
Mprip	MPRIP
Slco5a1	SLCO5A1
Clk2	CLK2
Wfdc10	WFDC10A
Pgr	PGR
Gpr26	GPR26
BC005624	C9orf78
Atp2b4	ATP2B4
Egln2	EGLN2
Scrg1	SCRG1
Tiparp	TIPARP
Hsf4	HSF4
Hmgcs2	HMGCS2
Adgrl4	ADGRL4
Tmem42	TMEM42
Zbtb32	ZBTB32
Ppp1r12a	PPP1R12A
Prdm10	PRDM10
Tent5b	TENT5B
Trib3	TRIB3
Tsg101	TSG101
Chd5	CHD5
Trim55	TRIM55
Gpr52	GPR52
Rab3gap1	RAB3GAP1
Ppa2	PPA2
Mettl8	METTL8
Prpf4	PRPF4
Igdcc4	IGDCC4
Nacc1	NACC1
1700028K03Rik	C1orf146
Cfap276	CFAP276
Lsm4	LSM4
Klhl5	KLHL5
Pvr	PVR
Meaf6	MEAF6
Tpd52	TPD52
Med16	MED16
Cbln1	CBLN1
Cend1	CEND1
Cdh1	CDH1
Klhl35	KLHL35
Nsmce1	NSMCE1
Tek	TEK
Sh3rf1	SH3RF1
Lin7c	LIN7C
Ccdc136	CCDC136
Psmd7	PSMD7
Ppp1r13l	PPP1R13L
Pla2g4e	PLA2G4E
Tmem89	TMEM89
Larp6	LARP6
Nek3	NEK3
E2f8	E2F8
Tmie	TMIE
Slc30a9	SLC30A9
Spryd4	SPRYD4
Map9	MAP9
Edc3	EDC3
Gdpgp1	GDPGP1
Rnpepl1	RNPEPL1
Fosb	FOSB
Epm2aip1	EPM2AIP1
Palld	PALLD
Mras	MRAS
Htr6	HTR6
Gnb1	GNB1
Med25	MED25
Rbm15	RBM15
Ift80	IFT80
Ccdc190	CCDC190
Serpinb7	SERPINB7
Lingo1	LINGO1
Camk1g	CAMK1G
Tm9sf4	TM9SF4
Lyzl4	LYZL4
Snrk	SNRK
Steap3	STEAP3
Mettl21c	METTL21C
Inhbb	INHBB
C2cd6	CATSPERT
